ChainID,Sender,TxHash,Amount,FirstSeen,Completed
cosmoshub-4,cosmos1gaqgs8d823ls6dqsy9g3am6cvhhr8clhjxls27,04EEC969840E55ECAD70288CF7F3AF8DBFDA1A1A9E26D02C9B061C03ED2177C5,"[{""denom"":""uatom"",""amount"":""633167""}]",2023-04-29T00:47:32.388005441Z,
cosmoshub-4,cosmos19qep0chxh4jp00yzw3rtk9xqgruyvjdx9dznhz,052F117AB5B93C65223A19142DDC0B5164E810907D8D0464570BD342367C68B8,"[{""denom"":""uatom"",""amount"":""12000000""}]",2023-05-04T02:37:52.463755546Z,
cosmoshub-4,cosmos1q65vnvj4cldkg603t8t55l0rslnmrtd73vrssr,05E77F4D49DF765410382CA5F25F60F665CB55799BF97243385282D5566486BE,"[{""denom"":""uatom"",""amount"":""754090""}]",2023-04-29T09:31:48.600056220Z,
cosmoshub-4,cosmos1l2mzhl5048zj8nlpfxd3jcm5yztu3rcurv7sza,08095D18110AC8B63EE5666BFE8CF1AE183A34433C6A2FF0350BC6F959C83AB0,"[{""denom"":""uatom"",""amount"":""8000000""}]",2023-04-28T18:25:11.967815605Z,
cosmoshub-4,cosmos1lekjv8ym5p9t4tpqx3m3uwpq0058qrjndl2jnf,083CD02169221193160B22BEA0C070710381C73FE7CC01CB3AEE8A8E7874C997,"[{""denom"":""uatom"",""amount"":""3567629""}]",2023-04-05T02:32:59.473787477Z,
cosmoshub-4,cosmos1vhn3ck2s4uxyy26hry3xn06sdtvvjxhuhwa47x,0888153FBE90FA191A27E4D8DD80060D35B7DC79212783E0BF14A9404699FD17,"[{""denom"":""uatom"",""amount"":""100000000""}]",2023-04-06T21:38:02.500010271Z,
cosmoshub-4,cosmos1zdk397796e5m6tjvneaf39xhvk7sgtkq5skkg5,099246B1E13D20869E36A03AE1B90EFFA10E1CBABC7900DA3499E50E74DB22B6,"[{""denom"":""uatom"",""amount"":""300000""}]",2023-05-04T02:09:36.838326805Z,
cosmoshub-4,cosmos17gpwtdne0dm8ftzdcfczr52lssan0arzjm6naj,09CF1126D508E28F806FF52D2EE25E39E423CA4CFE49E420778052756B33E953,"[{""denom"":""uatom"",""amount"":""17601544""}]",2023-04-30T15:05:09.976816623Z,
cosmoshub-4,cosmos1xa925aq3vkmn5p6hmc0cppvgpzc4zeumy73rzn,0AB6CC84CAAE65A1FBCAD034C01F58830E573057703FC0BD3731AC609E292BA4,"[{""denom"":""uatom"",""amount"":""10000000""}]",2023-04-29T22:17:44.028790559Z,
cosmoshub-4,cosmos1vuc08dqnfxussg0tw3ytzl6mqrzldl66wlcype,0B2AC14E865F0ECDDB84A4711CE54C8636907643A1DA050759E71BD912BBEB84,"[{""denom"":""uatom"",""amount"":""5200000""}]",2023-05-05T17:10:54.249354682Z,
cosmoshub-4,cosmos1d8xtuav36xg7hp6lv6u69gexpd8sunaektzegm,0B31D970351357B3EE42FBCE580DC4D41E536F8F9358E5A42F2487701DE56DE6,"[{""denom"":""uatom"",""amount"":""2500000""}]",2023-04-09T18:33:51.287876618Z,
cosmoshub-4,cosmos19nfe2l95pnmre8snp3eddvzun29s5rtj3aclmc,0B8917EC361407177B686E8B21E7B6AAC43B721AF7A53EC379400EB0F751687B,"[{""denom"":""uatom"",""amount"":""3600000""}]",2023-04-15T03:18:06.026502445Z,
cosmoshub-4,cosmos1nrsl4auce6fgpsnqr80xsfad7qgkrcs8xuenwt,0BBCC58088FD9D1AF7B9A0B38BE19CFE32343FF14318AE7FD5ADB677BE50E459,"[{""denom"":""uatom"",""amount"":""1000000""}]",2023-04-30T19:23:46.881681979Z,
cosmoshub-4,cosmos1pq0hu05v4u05d0m5cm5ymzpn9ttkkp9xww354c,0D71268F1397695CD0ECEDA0DF5EC08DE39AE6A4A64B3B11F91F78294D6DF675,"[{""denom"":""uatom"",""amount"":""310000""}]",2023-05-05T17:40:52.058982556Z,
cosmoshub-4,cosmos17qnm68dt7zwnedctgy9wdy4vm7mwef5pqy5cqk,0EDC87D1CF3F5C167E17A723DAE970580D8EFA6CB5B6C5417A557FD1ED01B59F,"[{""denom"":""uatom"",""amount"":""541534""}]",2023-04-29T17:39:16.794246778Z,
cosmoshub-4,cosmos1fawzpuwg2sp5mgs0juulyrc4g4zjqpdkxdrwvz,0EE7FFFA5A5553532D11A16DA2ECE3206225D011F2747C4BDC22D47A685D366F,"[{""denom"":""uatom"",""amount"":""250000""}]",2023-04-30T00:10:45.231905269Z,
cosmoshub-4,cosmos1tpzlsk86w7pyh8vls59a6z6jk0jug0v2smjkgn,0F41DB060CCD74F875442546DC0CEE5C7D1634847E7AA92BB8D70FC71C5EEDDF,"[{""denom"":""uatom"",""amount"":""300000""}]",2023-04-24T21:55:46.472028748Z,
cosmoshub-4,cosmos1am76g597h3rm8tgcyg4v7y46hqp3lnpjv4np8e,1068CCFE010A6B25988D47BC1E7A1189AC90719BE3F4335748CDAC7D65D8CFF2,"[{""denom"":""uatom"",""amount"":""9761092""}]",2023-04-30T16:30:02.621252273Z,
cosmoshub-4,cosmos1axt0prw60235q8jyp6vzq00wpvytvaszndwetj,1280E9365BC738E367E76F954CDD09C1DD5DBD72234926922EB63F270C35CDFB,"[{""denom"":""uatom"",""amount"":""11000000""}]",2023-04-20T16:13:27.426884072Z,
cosmoshub-4,cosmos1s8rvwrvzaxvzmytym0mhmnvhtnpsrul5kyw0yc,12EAD55884B89045BE81AC1563C78906365DAD8A3C76A682D4BF0AA95FE49E19,"[{""denom"":""uatom"",""amount"":""5000000""}]",2023-04-30T12:47:08.768367336Z,
cosmoshub-4,cosmos1rc4t7yayrqgmlzxwazmkcru5wrdg4l59kvlpc2,135D79441A802318A85FC83F72A3CA738E42DB91CA79350E38319D71594CFC6C,"[{""denom"":""uatom"",""amount"":""250000000""}]",2023-05-02T10:21:58.840082972Z,
cosmoshub-4,cosmos1ammrmh8s8gqsqhf6fc8mp22vz69cz9f2xy8z2g,136D06D462D92B30A46AB7BEE2C7EB4ABB0BACF3F0A4D2C82767D49B26D3A07C,"[{""denom"":""uatom"",""amount"":""10000""}]",2023-04-15T13:44:08.180977686Z,
cosmoshub-4,cosmos1w4sft597y8yn20994uwtnz2grnzxjndwtjs304,1521746AB05D99E625DBB735BC94ACC0ABD139295B60CBCB799445948EEFFC7A,"[{""denom"":""uatom"",""amount"":""28000000""}]",2023-04-22T19:37:31.576656471Z,
cosmoshub-4,cosmos15g0dagtq804dpnmvpvp0j482ydu4qy8newjh2r,166679F725945ACED04EF5EDC79C4518337DED5CBB621B3207FBFFE7315A0FF7,"[{""denom"":""uatom"",""amount"":""1000000""}]",2023-04-20T00:49:11.825732803Z,
cosmoshub-4,cosmos1prhdt7zg7ja58yxv9snx3l8zqu5stjv3hw897v,167108A11FFC70A0E05745BEC84BDB24EE0B97125B413F18F2C92A9AAF6D43D5,"[{""denom"":""uatom"",""amount"":""5835163""}]",2023-04-28T09:09:28.211456302Z,
cosmoshub-4,cosmos10xjmyvkaz4v7n8mu498n54hvrkgzuyeafhtrtq,176ED0DBABDB124844E3B8F29FA49B1C3A10BD966863268386E2B16C5709D2CA,"[{""denom"":""uatom"",""amount"":""300000""}]",2023-04-07T07:22:23.820433444Z,
cosmoshub-4,cosmos10tmcmw2ldsy2wjplh93knnjwqrcf52wznq44r7,1AD2A0A3DF2D9A2CA4984337A50DD7FC2AB6BD89F039E071610CF8DE3E533288,"[{""denom"":""uatom"",""amount"":""1000000""}]",2023-05-01T11:00:58.227361506Z,
cosmoshub-4,cosmos1utd2genfep9c4c3fg3e4zt6nlrruvwgwcx85w7,1AE27A5F0E285C7435410883A9F8F9282E9AA40D926B1A277E66F8D61D2A9DD4,"[{""denom"":""uatom"",""amount"":""6733000000""}]",2023-04-28T03:34:36.666719471Z,
cosmoshub-4,cosmos14j2na5uvf33r9a7nun2zq54636r8e3rktd93yh,1B09D7EF2B443BF583B5AFEACA45070B58F9CCCE209782C3917460F3F7B06A10,"[{""denom"":""uatom"",""amount"":""10000000""}]",2023-04-30T13:09:58.254341960Z,
cosmoshub-4,cosmos1w34mzcw8tllrrj7js57jjrzxhg5tzapfpe9vnv,1B28F2B664BF95E3F41F16982FECF278145D906DD9CBD87AA6E3D0B8D99D2DFB,"[{""denom"":""uatom"",""amount"":""500000""}]",2023-04-28T07:55:58.540157429Z,
cosmoshub-4,cosmos1qk8nh2s04mtkf6jw6gcmmcpdqdflwzvhrntmsa,1CECCF234D0D4956EB4B1DB874DE1C957D165EA28AE0492A26A33F3C8F2A85CA,"[{""denom"":""uatom"",""amount"":""9374836""}]",2023-04-14T18:19:29.387393808Z,
cosmoshub-4,cosmos1kpfcj5qzye02yfnjjwnx8mgmltt6f4mkqe4z9z,1D6962B6208A0295EEF8F5C95BE7BE55D86835E9EE45D583EFC5F9A0430B67CE,"[{""denom"":""uatom"",""amount"":""5000000""}]",2023-04-05T10:06:41.154889755Z,
cosmoshub-4,cosmos1pd5v3d5mx52634y5vu3fxy8k5380fenfaup985,1FA246DEEFB19293261D029455E3976EE14E6F65A42B67536248AB7C964C22A3,"[{""denom"":""uatom"",""amount"":""100000000""}]",2023-04-20T17:26:38.044789936Z,
cosmoshub-4,cosmos1c8eq9tw92s8wygw8xwtfqjj6swp8msrmjh3lkf,202473ECC404F2EC11E96D2653B6A2F8803D74716FDF2FDB84C2519F22266C1A,"[{""denom"":""uatom"",""amount"":""25875797""}]",2023-04-28T19:38:25.588332524Z,
cosmoshub-4,cosmos14j2na5uvf33r9a7nun2zq54636r8e3rktd93yh,21E965853B219A1BE9C878BE2F8343F3EE14D013355ADC4B6614E2D79F19198C,"[{""denom"":""uatom"",""amount"":""3000000""}]",2023-05-01T21:01:03.660828695Z,
cosmoshub-4,cosmos1k0g7hacqf25ahx75x3p0dqsch73xk4me6knpqg,236B1293712211AB05C80F3B2003085D98A5B70C8A5C27B5FC1389F637DDA98D,"[{""denom"":""uatom"",""amount"":""10000000""}]",2023-04-04T06:11:03.535764408Z,
cosmoshub-4,cosmos1auczavgptqrs8dfnaqvtgfsmyktyve3kjk42yd,23AF0B408F7340B67CFAC83362BC75F513EF7B1638AA3E5806DA9D8B23C74D1D,"[{""denom"":""uatom"",""amount"":""20500000""}]",2023-04-06T17:08:49.401657022Z,
cosmoshub-4,cosmos1nlj2ggcffayevf5jgftn9nvkssxresej8nj5ya,24451A2BCEF562686BE4CDAB512EC376A88CF6B3252D1154DEEE7E7F27E807AB,"[{""denom"":""uatom"",""amount"":""3203241849""}]",2023-04-29T04:17:47.184154471Z,
cosmoshub-4,cosmos15sw2j9erj6g097hzmyttpjagvnjc8uedlf4030,2479DEE9DB726FAAE4C6D433AC9B46AE2225604E5933930C4D6210C0E714B3E9,"[{""denom"":""uatom"",""amount"":""500000""}]",2023-04-20T09:08:09.310498387Z,
cosmoshub-4,cosmos1h22vm6ggnwha77mradt5aagzngq62zsjc6r3e4,24BAF6598942D0634A65F84BB50637A527F7B1B63214F7A0E1AFF3B33FC2CA3A,"[{""denom"":""uatom"",""amount"":""439201""}]",2023-04-24T21:58:25.214481131Z,
cosmoshub-4,cosmos1y2gnfdgd8xn3e0hec2alkgk8ed3azc5x6ythuk,24EF49725F619C063EE9ECBB596FCBB8059624936969CD8E7CA26D33369A981F,"[{""denom"":""uatom"",""amount"":""1320000""}]",2023-04-29T21:26:03.060546043Z,
cosmoshub-4,cosmos1dws9gzum2vch3fe8nnkuqpqzrfdqs4da5yapgj,25EA15EB3A4907CF65B76E63F03EEB4AAB453019CF93DBCB6E74511A5D84CD91,"[{""denom"":""uatom"",""amount"":""2000000""}]",2023-04-27T22:14:16.457042749Z,
cosmoshub-4,cosmos1ysq9gst3vx5yt4wmkeedl6jhqq0zkxtts0pmcr,25F27E30E7E2EEE99C91B4F849E23E36F851CA8D30A8E7F7CC4DD2F598F00638,"[{""denom"":""uatom"",""amount"":""300000""}]",2023-04-24T18:38:18.979193652Z,
cosmoshub-4,cosmos1ty6q0dlm0awe9pjzukt0e5c49xr0hx853m68vm,261EB0B4AF932BEAEF580ABDBFD2E38429C823B149B98BE2CBA8E7A5826DF584,"[{""denom"":""uatom"",""amount"":""3000000""}]",2023-04-30T00:37:36.115691460Z,
cosmoshub-4,cosmos1vulnqls2fl48cmkjmrxvacz2zq68c9ucjk0ca2,26911226AD30EDA54C24084B9D78BDCD7E7686C210CBA3CAB740E553CCFE22E3,"[{""denom"":""uatom"",""amount"":""1400000""}]",2023-04-15T08:27:55.641404129Z,
cosmoshub-4,cosmos1xa925aq3vkmn5p6hmc0cppvgpzc4zeumy73rzn,275FAC993C0966C1675A6437CBC62F8C239FE8FBBC0CC5F894AA94C0C7D43723,"[{""denom"":""uatom"",""amount"":""6000000""}]",2023-04-21T21:09:09.414360807Z,
cosmoshub-4,cosmos1sfk9etyv0uk4z850fruw9ux37vz8jv9j6mah85,28AE29C330A99923B57DEB5925A82A3EEBCB2E57C82F306C2836EB6A977337B4,"[{""denom"":""uatom"",""amount"":""100000000""}]",2023-04-28T05:44:37.187023108Z,
cosmoshub-4,cosmos1jt59wglrqhmw08y9appg7cmwxkzu3mddlpdu2s,28CF9239D48CB2980749129C5D58979B75A37065DBB71BF26A848DDF632AC87F,"[{""denom"":""uatom"",""amount"":""1000000""}]",2023-04-05T15:48:01.698185388Z,
cosmoshub-4,cosmos1aq4usrgpgre72zlfp4lzqjtqyrqhpmskfkhxm2,2AE0B4BC4F2DB1608268C6ADDCDEC2166ACC17CDDB3E43573ABE7D281CF5557D,"[{""denom"":""uatom"",""amount"":""8000000""}]",2023-04-12T21:31:00.178179413Z,
cosmoshub-4,cosmos1gm72w7xz0fhqfq9dvh07vxcrwnlpk9z4q8n09f,2B568F8B735C20BA5EB1E96402939F036DC260F9D48A2C23408D6EFB94C5A2B0,"[{""denom"":""uatom"",""amount"":""1600000""}]",2023-04-19T00:41:04.571024594Z,
cosmoshub-4,cosmos1h5n07njuqljxv6tsdsvy9q0k9aqzmeq4kea4j6,2BB751E406CD9B4930A63F56C8B91D6103C33A26B7F6CCD29060EC81B669DD66,"[{""denom"":""uatom"",""amount"":""1000000""}]",2023-04-30T17:08:35.077591450Z,
cosmoshub-4,cosmos1ag7akwwh5adl6hl5grw02rjjl4j3p3hyfuchck,2BC2C9F2BB0B2B402E819B58F5C141EE16F6AC3388B0BBEA3DAA719BB01E25CC,"[{""denom"":""uatom"",""amount"":""88530000""}]",2023-04-28T23:58:04.001836665Z,
cosmoshub-4,cosmos1ku8s5n82p7tmjrefn7yne4shcs9z5l57ld254a,2C4775F032960A5924110A10F2EFCAEDB2F394905E4611A84375D8F75E3785B0,"[{""denom"":""uatom"",""amount"":""1000000""}]",2023-04-30T15:25:24.991787447Z,
cosmoshub-4,cosmos1xppn98w0gg6wl0q2g2nasmkqlf2elwpkl7fc5y,2D438624DCFE036FCCB7E97275759B1B130088DDE01BE75F122B655A819FEC81,"[{""denom"":""uatom"",""amount"":""6500000""}]",2023-05-02T02:57:26.465165977Z,
cosmoshub-4,cosmos1jdven2lq8nk6n5qzy2xnrylnf4kzwyrm0sn535,2E30F728A4523F7B07D7294FEE0AB66224A0902D11BB29AA53C9FF63064A6C98,"[{""denom"":""uatom"",""amount"":""800000""}]",2023-04-30T10:54:44.471166096Z,
cosmoshub-4,cosmos18209hfrqcwvu9gufukf73v0y0kmwlzzevqvnrh,2E6C2A1B09FAC9FE0980A663E3537E7214F354F34C12ECE23BD6832C0BB209F0,"[{""denom"":""uatom"",""amount"":""131424""}]",2023-04-19T10:55:07.359796773Z,
cosmoshub-4,cosmos1nlamcq55l0u5emnqqxtmldrtsre82th84pxcjm,2E8C2417F30BCAC143B888A313C37CAAEA5A7E35A04C202539742A2140FE80AB,"[{""denom"":""uatom"",""amount"":""1405428""}]",2023-04-05T10:25:39.386248810Z,
cosmoshub-4,cosmos1gn9cjw3u495cxsz5llfqup0ymxtsf98ma6w0z7,2ECF59D46FDDDFA946DE68A6D7040E9FD25A728D207D2874917D8541B4473FBD,"[{""denom"":""uatom"",""amount"":""1513378""}]",2023-04-04T21:29:31.664598169Z,
cosmoshub-4,cosmos15urq2dtp9qce4fyc85m6upwm9xul3049um7trd,2F9010016ECF054FDBCE2FEF9BA6030F21735369A3D987675FD1BCAAF05926E5,"[{""denom"":""uatom"",""amount"":""20000000000""}]",2023-04-12T20:08:40.887193876Z,
cosmoshub-4,cosmos1dfjp6zfft4jpz8zftxrmkadskmhf3r7ykvn0n3,2FBA40F539557E3EE8B6DD087007458DB2B5BC9643F7C07C0E963B795F5729D2,"[{""denom"":""uatom"",""amount"":""5400000""}]",2023-04-28T23:11:02.896490005Z,
cosmoshub-4,cosmos1lmna6t26kya25jqcj2zua28ezmz23vrhala5u8,2FD45F2E77EE66DD2F881460C78F483912D2117F4F7BE74BD1916274B702F410,"[{""denom"":""uatom"",""amount"":""498812""}]",2023-05-04T17:13:37.148087900Z,
cosmoshub-4,cosmos1pv25l0v7e073mkhaz97vm74280zl5mhz5ygfnw,309AB2F3AF209B674EE7BF3531D7F60A318078A2A1F39BA7A1FF692DD77ECD68,"[{""denom"":""uatom"",""amount"":""300000""}]",2023-04-28T00:29:48.863209141Z,
cosmoshub-4,cosmos1zhkynyc8esmlvcpqq4v5jl8m33ttmc5fu5sxfg,30C071912D0BFFAB4D3AD23AFBD658A437B886B25B20EF8980555D6CE108789C,"[{""denom"":""uatom"",""amount"":""20000000""}]",2023-05-01T11:25:35.427103014Z,
cosmoshub-4,cosmos13ehzgru6en30s25aw35cdrkzx2xm7xdsrfrn46,324244FCCF0579744D876EBA403D08C2DB675A371946E7D953871E2C2B9362DC,"[{""denom"":""uatom"",""amount"":""1000000""}]",2023-04-04T20:13:36.754237258Z,
cosmoshub-4,cosmos178swfpjp3qwes3wj8ffzqla9m56ewzxm8dx4sy,32AB1FBA26A12FF1AB7CE77F0DAB6CF2434A47DBA227FBEDB2FD344CE583A8DA,"[{""denom"":""uatom"",""amount"":""1153036""}]",2023-05-02T15:05:08.247921747Z,
cosmoshub-4,cosmos1w3wnq0dxredrn3adhltew6u7rk3fse6v9j3366,3340D7471A60FD2A223D8C4C2D9CCE289B498CB76F257E88DEFFA15C8C0768BA,"[{""denom"":""uatom"",""amount"":""10000000""}]",2023-04-05T17:45:30.005012520Z,
cosmoshub-4,cosmos1njwm0jp822aqfk6m727dw3w7ntqrrj79yz0v5a,33B571292016F991FB7F5FD175F1DC7DFBAE7D546B52D423C9D4715D38C1252C,"[{""denom"":""uatom"",""amount"":""300000""}]",2023-04-10T04:19:38.918899934Z,
cosmoshub-4,cosmos12dutaa0aandvs0f3sx7xfc6l6xvpml8ftgmx8h,33BDE37C909011839100FD83F3369B8F89265F12B22A610A4344DA2AA135DA46,"[{""denom"":""uatom"",""amount"":""3100000""}]",2023-04-29T12:19:55.998164288Z,
cosmoshub-4,cosmos10w02jr8meucsueqesd54a2waahf2wxqaj9mh2h,33E928F009C9A6736C388316567CA3E710A31E6AFBA2CE7D0AEE5668C96F8DF3,"[{""denom"":""uatom"",""amount"":""42000000""}]",2023-04-28T21:47:39.242344555Z,
cosmoshub-4,cosmos1kvn6ejma4xdv6v66n869ca8utjs2d3ehyv40kv,344B35DEB45AE1FE4A94D015381F3885CCF920AB7CCCECF4D7BE9A02A63A5083,"[{""denom"":""uatom"",""amount"":""300000""}]",2023-04-04T23:41:27.117205750Z,
cosmoshub-4,cosmos1x8ltc5dr5h7pj9y44v9k9lyg8mcmeejhjw54la,34A165F72E8F271A5C1C81C3D27B888582D8D32E28EF4EA378432BE13073C68C,"[{""denom"":""uatom"",""amount"":""2027476""}]",2023-04-15T14:45:51.658641333Z,
cosmoshub-4,cosmos1pekwjtc8dsch94sen0ss2h89pnjne888vhdm7t,354A53879F3EAC1D4A14A78B40A1DD5EE842EA6EBD7AB3F5C70A730D53D9C683,"[{""denom"":""uatom"",""amount"":""4000000""}]",2023-04-27T17:08:48.436981414Z,
cosmoshub-4,cosmos14nhfsvvhxkekljd4r0fvpwqy2sfxja6k4dpja6,35E602585F74B1F4BCDA0EED8177AEF6DB8F2B20F42955D2716FDA6D07C5CF1A,"[{""denom"":""uatom"",""amount"":""1000000""}]",2023-04-15T14:45:51.658641333Z,
cosmoshub-4,cosmos133hnjgkclyym48w88ykwfdaacdqnjf6f783ncn,37AB8252F96ADFDA2749E98C3C84F18B9E7320D5893A625C0F99E95FD72DB85B,"[{""denom"":""uatom"",""amount"":""864577""}]",2023-04-12T22:09:11.234865429Z,
cosmoshub-4,cosmos1z5zq67l0gyje8stunfq5jczvns4y0zx8umr989,39A89A96A7ACAF36AF3387C2CDEF40A64DAC06670790BDA06010B637108872FE,"[{""denom"":""uatom"",""amount"":""1000000""}]",2023-04-19T23:35:55.772256697Z,
cosmoshub-4,cosmos1ny8jqmgld30m0atu3dqh54cjwdw054fcv2vc7q,3A3B471D30024F9B1EE8D3BFCD5D1F7D6F92A8EEAE3C3D5CE26A2EE798D3B17E,"[{""denom"":""uatom"",""amount"":""955776""}]",2023-04-05T10:52:25.468460890Z,
cosmoshub-4,cosmos1vtq75txmg9xe4x3tk6xd3tdcse8rvlrpawkacv,3A8278BB4377DFAF00E2436A49428A1EFCFA2AD1F423E3F4048C2182960A2427,"[{""denom"":""uatom"",""amount"":""2000000""}]",2023-04-20T07:40:10.003584569Z,
cosmoshub-4,cosmos1um2th2nxp6an472lmmwl5f9xwrc8mmnq38qnzl,3B5605960B6D303168BFEF245FB02A727D343E09624739EC5B92DFAA4970A0E1,"[{""denom"":""uatom"",""amount"":""334409""}]",2023-05-03T11:09:41.703607175Z,
cosmoshub-4,cosmos1e9kuj2xheyhmjyfjpx6xc78qs6eqnu9s84z7dg,3BBB97E6B1BF9E5621BAB7C6019EE548C075EE640BCE98214316910E8C5151D9,"[{""denom"":""uatom"",""amount"":""400000""}]",2023-04-28T20:30:41.828468948Z,
cosmoshub-4,cosmos1z64amnsgslu3aqtqs8a37x0e7qt2tuc3zhq5xh,3C4EB7DEDCF53ABF04F799F7D8DBC617B53207A8B796FA4720937DBA2339B04B,"[{""denom"":""uatom"",""amount"":""505394""}]",2023-04-05T15:10:49.334555257Z,
cosmoshub-4,cosmos1vxhtgx7pht6m4n2hv9qc74n5ysdh0h8f67kk9v,3CE4A2E772AB835F12484065A11E4E9D2A5F84EA646D29EDDCA14C2DCFC404F4,"[{""denom"":""uatom"",""amount"":""100000""}]",2023-04-13T00:09:23.888177133Z,
cosmoshub-4,cosmos1fm7wy6w5ezglglqlann2cnujsh8shpdk67qdzy,3D38F357C5C030018AB852F54F46C20DB52BB4DD416E9B70B3E49D9A4893193D,"[{""denom"":""uatom"",""amount"":""200000""}]",2023-04-14T21:27:12.598765427Z,
cosmoshub-4,cosmos1pd5v3d5mx52634y5vu3fxy8k5380fenfaup985,3D6BD11A860E67249E56421E35C710297FCB6182D3E7AF39246F22CC3542D9B6,"[{""denom"":""uatom"",""amount"":""6000000""}]",2023-04-27T20:02:17.790398760Z,
cosmoshub-4,cosmos1x03xrh32rguw9f54w8503v25c87fnn078np397,3D9792A1AB89545E427FBD0AB8EDD2FDA7E3AF455E6049360A53B5325D3A2467,"[{""denom"":""uatom"",""amount"":""1000000""}]",2023-05-02T13:28:38.394278644Z,
cosmoshub-4,cosmos153l8ng6puwut2kcjj74fk5wx34jaktckc96qds,3F24F462784AF865DC0C7BCF46A0FDECDA3997ECE5A15B5411D1519B4A6C6E4B,"[{""denom"":""uatom"",""amount"":""1000000""}]",2023-04-30T06:32:17.862031307Z,
cosmoshub-4,cosmos13lyzsxvz8yacjvnmxw48tkxvgk8nlr7429jmrr,4026B2E1197E6C575BF3542DE7FA89032EE2A4E87AF732EF8839DAE508F9BB25,"[{""denom"":""uatom"",""amount"":""1400000""}]",2023-04-20T08:51:12.717659570Z,
cosmoshub-4,cosmos10tmcmw2ldsy2wjplh93knnjwqrcf52wznq44r7,40388D6BB81643AC8F2A16D68083764B602D75551F18A6D9D3C139C2C8B7AAEF,"[{""denom"":""uatom"",""amount"":""930749""}]",2023-05-04T10:16:28.908780424Z,
